snooker_id,full_name
1007,Dean Goddard
1018,Aaron Busuttil
1020,John Parkin
1030,Felix Frede
1038,Joe O'Connor
1041,Adam Edge
1044,Chris Wakelin
1045,Louis Heathcote
1082,Lukas Kleckers
1095,Leong Man Hoi
