snooker_id,full_name
1505,Jason Weston
1509,Thor Chuan Leong
1544,Rodion Judin
1552,Andres Petrov
1555,Maris Volajs
1558,Sergey Isaenko
1565,Simon Dent
1567,Simon Lichtenberg
1577,K Lertsattayatthorn
1578,Boonyarit Keattikun
1590,Josh Mulholland
1595,Bai Langning
