snooker_id,full_name
200,Liang Wenbo
201,Lucky Vatnani
202,Mark Allen
204,Michael Judge
206,Neal Jones
208,Noppon Saengkham
217,Thepchaiya Un-Nooh
218,Tian Pengfei
224,Ding Junhui
225,Gary Thomson
235,Ryan Causton
237,John Higgins
239,Alexander Ursenbacher
295,Li Hang
