snooker_id,full_name
1803,Keishin Kamihashi
1806,Chris Mason
1812,Patrick Whelan
1829,N Wongharuthai
1835,Florian Nüßle
1848,Niel Vincent
1851,Hrithik Jain
1883,Ivan Kakovskii
1887,Belan Sharif
1889,Iulian Boiko
