snooker_id,full_name
2001,Paul Burrell
2010,Daniel Womersley
2030,Jenson Kendrick
2049,Simon Blackwell
2051,Gary Challis
2053,Jack Smithers
2055,Joshua Thomond
2060,Shafaqut Hussain
2061,Haydon Pinhey
2069,Labeeb Ahmed
2074,Hamim Hussain
2078,Sean Harvey
2081,Luke Pinches
2083,Robert Read
