snooker_id,full_name
2400,Zsolt Fenyvesi
2438,Liam James Davies
2439,Liam Graham
2460,Daniel Bagley
2468,Nezar Asseri
2469,Wu Yize
2470,Aaron Hill
2479,Riley Parsons
2480,Elliott Weston
2483,Kayden Brierley
2485,Rajesh Kadian
2486,Shubham Arora
2487,Abdul Raheem
2488,Harry Farrell
2490,Garry Coulson
2491,Leonard Degriffa
2494,Kengo Suzuki
2497,Kreishh Gurbaxani
2498,Lei Peifan
2499,Dean Young
