snooker_id,full_name
1300,Arun Mehta
1301,Matthew Glasby
1307,Brian Cini
1310,Jamie McArdle
1318,Adam Longley
1323,Ashley Hugill
1348,Kristjan Helgason
1350,Amir Sarkhosh
1351,Laxman Rawat
1357,Gary Filtness
