snooker_id,full_name
905,Lyu Haotian
906,Zhou Yuelong
908,Lu Ning
910,Chen Feilong
913,Andy Marriott
920,Ben Jones
933,Chen Zifan
946,Zhao Xintong
952,Ma Tingpeng
954,Wang Yuchen
982,Harvey Chandler
983,Brandon Sargeant
990,Ben Fortey
998,David Lilley
