snooker_id,full_name
1407,Xu Si
1417,Fan Zhengyi
1421,Joshua Cooper
1423,Aaron Cook
1425,Jaspal Bamotra
1433,Tyler Rees
1479,Chang Yu Kiu
1485,Ng On Yee
1489,Jake Keen
1494,Keith Keldie
1498,Ross Vallance
