snooker_id,full_name
600,Lee Richardson
605,Steven Hallworth
608,Elliot Slessor
613,Jack Bradford
615,Shane Castle
616,Billy Joe Castle
619,Danny Brindle
620,Eden Sharav
621,Sanderson Lam
633,Andreas Ploner
662,Steve Martin
663,Scott Bell
666,Hossein Vafaei
680,Mateusz Baranowski
