snooker_id,full_name
2121,Rebecca Kenna
2134,Zhang Jiankang
2156,Sean McAllister
2157,Ian Martin
2161,Matthew Roberts
2166,Jackson Page
2188,Heikki Niva
2192,Ronnie Blake
2196,James Height
2197,Adam Brown
