snooker_id,full_name
1509,Thor Chuan Leong
1544,Rodion Judin
1552,Andres Petrov
1555,Maris Volajs
1558,Sergey Isaenko
1565,Simon Dent
1577,K Lertsattayatthorn
1590,Josh Mulholland
1595,Bai Langning
