snooker_id,full_name
1407,Xu Si
1417,Fan Zhengyi
1421,Joshua Cooper
1433,Tyler Rees
1479,Chang Yu Kiu
1485,Ng On Yee
1494,Keith Keldie
1498,Ross Vallance
