snooker_id,full_name
1911,Andrew Doherty
1923,Ben Mertens
1934,Soheil Vahedi
1935,Asjad Iqbal
1939,Lewis Gillen
1981,Chang Bingyu
1982,Si Jiahui
1991,M Phetmalaikul
